,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,self_thread,extended_entities,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,card
1394295739124125696,Mon May 17 14:16:23 +0000 2021,1394295739124125696,1394295739124125696,"ආයේ ඉස්කොලේ යන්න ලැබුනොත් යන්න කැමති මොන පන්තියටද? 😎

මන් නම් 12C",False,"[0, 65]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1187692266632015875,1187692266632015875,,,,,False,2,164,61,31,1394295739124125696,1394295739124125696,False,False,si,,,,,,,,,
1395555234626347011,Fri May 21 01:41:10 +0000 2021,1395555234626347011,1395555234626347011,"Good morning all 
නිදුක් නීරෝගී සුබ දවසක් හැමෝටම තෙරුවන් සරණයි පරිස්සමින් ගෙදර ඉන්න @ Tour Srilanka WB https://t.co/fRfluqBIE5",False,"[0, 126]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/fRfluqBIE5', 'expanded_url': 'https://www.instagram.com/p/CPHe57pMjjY/?utm_medium=twitter', 'display_url': 'instagram.com/p/CPHe57pMjjY/…', 'indices': [103, 126]}]}","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",,,,,,1023362698430435328,1023362698430435328,"{'type': 'Point', 'coordinates': [6.01840792, 80.7166542]}","{'type': 'Point', 'coordinates': [80.7166542, 6.01840792]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,3,1,0,1395555234626347011,1395555234626347011,False,False,si,,,,False,True,,,,
1395270902862868486,Thu May 20 06:51:20 +0000 2021,1395270902862868486,1395270902862868486,"@WaruAnu බොහොම හොදයි....😍
දිගටම සතුටින් ඉන්න....🥰
පරිස්සමි ඉන්න....🙏
ගෙදර ඉන්න......🙏",False,"[9, 85]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WaruAnu', 'name': '𝕎𝕒𝕣𝕦🦁𝔸𝕟❤️', 'id': 1269164273013608450, 'id_str': '1269164273013608450', 'indices': [0, 8]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.3952694762962698e+18,1395269476296269824,1.2691642730136084e+18,1269164273013608450,WaruAnu,1047931890,1047931890,,,,,False,0,1,0,0,1395263129412456448,1395263129412456448,False,False,si,,,,,,,,,
1395703562848505858,Fri May 21 11:30:34 +0000 2021,1395703562848505858,1395703562848505858,"අල්ලපු ගෙදර අක්කා වත්ත අතුගාලා කොල ටික හිමිට අපේ වත්තට දානවා අද විඩියෝ කරගත්තා..පුදුම මිනිස්සු අපි එයාලගේ කොස් කොලයි,මහෝගනි කොලයි ,අඔ කොලයි ටොන් ගනන් අතු ගානනේ ..පොඩි වුන් කාලා අඹ ගෙඩියත් මෙි පැත්තට දානවා..හැමදාම කට වහන් ඉන්න හින්දද මෙහෙම කරන්නේ මෙි මිනිස්සු අපිට..😣😣",False,"[0, 267]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,4695571118,4695571118,,,,,False,4,153,49,4,1395703562848505858,1395703562848505858,False,False,si,,,,,,,,,
1395791673192558601,Fri May 21 17:20:42 +0000 2021,1395791673192558601,1395791673192558601,@praveenabeysin2 ඒ මොකෝ අයියේ.. ගෙදර නැද්ද,False,"[17, 42]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'praveenabeysin2', 'name': '프라윈 バンダラ ( Praveen abeysinghe ) 🇱🇰', 'id': 3049508994, 'id_str': '3049508994', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.395761078466859e+18,1395761078466859008,3049508994.0,3049508994,praveenabeysin2,1324262842338480129,1324262842338480129,,,,,False,0,2,1,0,1395456279808593921,1395456279808593921,False,False,si,,,,,,,,,
1395740910969933832,Fri May 21 13:58:59 +0000 2021,1395740910969933832,1395740910969933832,@HeartOfMonkeys ආය ඉතින් 🥱 හැම මනුස්සයගෙම ගෙදර තියවනෙ ඔහොම එකක් 😂,False,"[16, 65]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HeartOfMonkeys', 'name': 'MONKEY❤️හනුමන්තා🐒', 'id': 2710529259, 'id_str': '2710529259', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3957285927393116e+18,1395728592739311618,2710529259.0,2710529259,HeartOfMonkeys,1332258629412552709,1332258629412552709,,,,,False,0,2,1,0,1395692661068152837,1395692661068152837,False,False,si,,,,,,,,,
1394981057045356554,Wed May 19 11:39:36 +0000 2021,1394981057045356554,1394981057045356554,@Bhagyadissa_ මේ කොහෙන්ද,False,"[14, 24]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Bhagyadissa_', 'name': 'මියුසි🌼💕', 'id': 1381531509874626567, 'id_str': '1381531509874626567', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3949268510139884e+18,1394926851013988353,1.3815315098746266e+18,1381531509874626567,Bhagyadissa_,3797363534,3797363534,,,,,False,0,1,1,0,1394926851013988353,1394926851013988353,False,False,si,,,,,,,,,
1395710114359697425,Fri May 21 11:56:36 +0000 2021,1395710114359697425,1395710114359697425,@Induweerasingh1 ඔව් ඒක ඇත්ත.. පොඩිකාලෙ ඉදන් ඕව හදාගත්තෙ නැත්තං තැනකට ගිහින් කන්න නෙවේ ඉන්නවත් වෙන් නෑ...,False,"[17, 105]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Induweerasingh1', 'name': 'INDU', 'id': 973446701653487616, 'id_str': '973446701653487616', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3957094137600082e+18,1395709413760008198,9.734467016534876e+17,973446701653487616,Induweerasingh1,957971739522170886,957971739522170886,,,,,False,0,1,1,0,1395707662990340099,1395707662990340099,False,False,si,,,,,,,,,
1394348933179232276,Mon May 17 17:47:46 +0000 2021,1394348933179232276,1394348933179232276,@iresaaaaaa ගෙදර ඉන්නවා :3,False,"[12, 26]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iresaaaaaa', 'name': 'I C E ❄️', 'id': 1187692266632015875, 'id_str': '1187692266632015875', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3942957391241257e+18,1394295739124125696,1.187692266632016e+18,1187692266632015875,iresaaaaaa,2184403244,2184403244,,,,,False,0,1,0,0,1394295739124125696,1394295739124125696,False,False,si,,,,,,,,,
1392891706127704070,Thu May 13 17:17:16 +0000 2021,1392891706127704070,1392891706127704070,@VipunRandeer ඒකනේ 😁 කොහොමද මල්ලී?,False,"[14, 34]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'VipunRandeer', 'name': 'Vipun Randeera', 'id': 1341006048, 'id_str': '1341006048', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3928618932707287e+18,1392861893270728705,1341006048.0,1341006048,VipunRandeer,1254465628993458178,1254465628993458178,,,,,False,0,1,1,0,1392783126863106052,1392783126863106052,False,False,si,,,,,,,,,
