,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,quoted_status_id,quoted_status_id_str,quoted_status_permalink,extended_entities,possibly_sensitive,possibly_sensitive_editable,card,self_thread
1246066171700318209,Fri Apr 03 13:25:00 +0000 2020,1246066171700318209,1246066171700318209,මේ අවුරුද්දේ වැඩියෙන්ම අහපු වචනේ මොකක්ද ???,False,"[0, 43]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,857236299094179840,857236299094179840,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,107,38,3,1246066171700318209,1246066171700318209,False,False,si,,,,,,,,,
1209422905471197184,Tue Dec 24 10:37:45 +0000 2019,1209422905471197184,1209422905471197184,"කුසල් මෙන්ඩිස් ට දීපු චාන්ස් ටෙනිසන් කුරේ ට දුන්න නම් ඌ මේ වෙනකොට ලකුණු 10ක් හරි ගහලා

😂 https://t.co/Gvo2CorKNE",False,"[0, 88]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1209422898760310785, 'id_str': '1209422898760310785', 'indices': [89, 112], 'media_url': 'http://pbs.twimg.com/media/EMi7t_fU4AEcRb4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EMi7t_fU4AEcRb4.jpg', 'url': 'https://t.co/Gvo2CorKNE', 'display_url': 'pic.twitter.com/Gvo2CorKNE', 'expanded_url': 'https://twitter.com/its_me_perera/status/1209422905471197184/photo/1', 'type': 'photo', 'original_info': {'width': 858, 'height': 788, 'focus_rects': [{'x': 0, 'y': 296, 'h': 480, 'w': 858}, {'x': 70, 'y': 0, 'h': 788, 'w': 788}, {'x': 167, 'y': 0, 'h': 788, 'w': 691}, {'x': 339, 'y': 0, 'h': 788, 'w': 394}, {'x': 0, 'y': 0, 'h': 788, 'w': 858}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 858, 'h': 788, 'resize': 'fit'}, 'small': {'w': 680, 'h': 625, 'resize': 'fit'}, 'large': {'w': 858, 'h': 788, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 329, 'y': 454, 'h': 47, 'w': 47}, {'x': 156, 'y': 567, 'h': 156, 'w': 156}, {'x': 196, 'y': 628, 'h': 145, 'w': 145}, {'x': 111, 'y': 430, 'h': 172, 'w': 172}, {'x': 305, 'y': 175, 'h': 236, 'w': 236}]}, 'medium': {'faces': [{'x': 329, 'y': 454, 'h': 47, 'w': 47}, {'x': 156, 'y': 567, 'h': 156, 'w': 156}, {'x': 196, 'y': 628, 'h': 145, 'w': 145}, {'x': 111, 'y': 430, 'h': 172, 'w': 172}, {'x': 305, 'y': 175, 'h': 236, 'w': 236}]}, 'small': {'faces': [{'x': 260, 'y': 359, 'h': 37, 'w': 37}, {'x': 123, 'y': 449, 'h': 123, 'w': 123}, {'x': 155, 'y': 497, 'h': 114, 'w': 114}, {'x': 87, 'y': 340, 'h': 136, 'w': 136}, {'x': 241, 'y': 138, 'h': 187, 'w': 187}]}, 'large': {'faces': [{'x': 329, 'y': 454, 'h': 47, 'w': 47}, {'x': 156, 'y': 567, 'h': 156, 'w': 156}, {'x': 196, 'y': 628, 'h': 145, 'w': 145}, {'x': 111, 'y': 430, 'h': 172, 'w': 172}, {'x': 305, 'y': 175, 'h': 236, 'w': 236}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1175099052578328576,1175099052578328576,,,,,False,4,67,2,1,1209422905471197184,1209422905471197184,False,False,si,,,,,"{'media': [{'id': 1209422898760310785, 'id_str': '1209422898760310785', 'indices': [89, 112], 'media_url': 'http://pbs.twimg.com/media/EMi7t_fU4AEcRb4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EMi7t_fU4AEcRb4.jpg', 'url': 'https://t.co/Gvo2CorKNE', 'display_url': 'pic.twitter.com/Gvo2CorKNE', 'expanded_url': 'https://twitter.com/its_me_perera/status/1209422905471197184/photo/1', 'type': 'photo', 'original_info': {'width': 858, 'height': 788, 'focus_rects': [{'x': 0, 'y': 296, 'h': 480, 'w': 858}, {'x': 70, 'y': 0, 'h': 788, 'w': 788}, {'x': 167, 'y': 0, 'h': 788, 'w': 691}, {'x': 339, 'y': 0, 'h': 788, 'w': 394}, {'x': 0, 'y': 0, 'h': 788, 'w': 858}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 858, 'h': 788, 'resize': 'fit'}, 'small': {'w': 680, 'h': 625, 'resize': 'fit'}, 'large': {'w': 858, 'h': 788, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 329, 'y': 454, 'h': 47, 'w': 47}, {'x': 156, 'y': 567, 'h': 156, 'w': 156}, {'x': 196, 'y': 628, 'h': 145, 'w': 145}, {'x': 111, 'y': 430, 'h': 172, 'w': 172}, {'x': 305, 'y': 175, 'h': 236, 'w': 236}]}, 'medium': {'faces': [{'x': 329, 'y': 454, 'h': 47, 'w': 47}, {'x': 156, 'y': 567, 'h': 156, 'w': 156}, {'x': 196, 'y': 628, 'h': 145, 'w': 145}, {'x': 111, 'y': 430, 'h': 172, 'w': 172}, {'x': 305, 'y': 175, 'h': 236, 'w': 236}]}, 'small': {'faces': [{'x': 260, 'y': 359, 'h': 37, 'w': 37}, {'x': 123, 'y': 449, 'h': 123, 'w': 123}, {'x': 155, 'y': 497, 'h': 114, 'w': 114}, {'x': 87, 'y': 340, 'h': 136, 'w': 136}, {'x': 241, 'y': 138, 'h': 187, 'w': 187}]}, 'large': {'faces': [{'x': 329, 'y': 454, 'h': 47, 'w': 47}, {'x': 156, 'y': 567, 'h': 156, 'w': 156}, {'x': 196, 'y': 628, 'h': 145, 'w': 145}, {'x': 111, 'y': 430, 'h': 172, 'w': 172}, {'x': 305, 'y': 175, 'h': 236, 'w': 236}]}}, 'media_key': '3_1209422898760310785', 'ext_media_color': {'palette': [{'rgb': {'red': 151, 'green': 151, 'blue': 151}, 'percentage': 52.45}, {'rgb': {'red': 48, 'green': 48, 'blue': 48}, 'percentage': 15.7}, {'rgb': {'red': 208, 'green': 94, 'blue': 128}, 'percentage': 7.77}, {'rgb': {'red': 217, 'green': 142, 'blue': 163}, 'percentage': 3.29}, {'rgb': {'red': 209, 'green': 56, 'blue': 100}, 'percentage': 0.44}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,
1121561879887826944,Thu Apr 25 23:49:24 +0000 2019,1121561879887826944,1121561879887826944,@ZamanX90 Unp  එකට පුක දිපන් ගොත පොන්නය,False,"[10, 39]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ZamanX90', 'name': 'Kangaroo Pouch Stan', 'id': 389385052, 'id_str': '389385052', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1214183595836252e+18,1121418359583625217,389385052.0,389385052,ZamanX90,1120085737142128641,1120085737142128641,,,,,False,0,0,0,0,1121418359583625217,1121418359583625217,False,False,si,,,,,,,,,
1149283506914131969,Thu Jul 11 11:45:15 +0000 2019,1149283506914131969,1149283506914131969,@rusiya_ @duliponline කෞද යකෝ පොන්නය කිව්වෙ 😂,False,"[22, 45]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rusiya_', 'name': 'රුසියා 🇱🇰', 'id': 407621077, 'id_str': '407621077', 'indices': [0, 8]}, {'screen_name': 'duliponline', 'name': 'ආර්. බැද්දගේ', 'id': 799677397, 'id_str': '799677397', 'indices': [9, 21]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.149283055095337e+18,1149283055095336960,407621077.0,407621077,rusiya_,2483063340,2483063340,,,,,False,0,1,1,0,1149282034721755137,1149282034721755137,False,False,si,,,,,,,,,
1170958116923629568,Mon Sep 09 07:12:25 +0000 2019,1170958116923629568,1170958116923629568,"""Some are saying they are willing to die for #SriLanka, why would you want to die? a leader has to lead not die"" -  Muttiah Muralitharan @ Gotabaya's #Viyathmaga
#lka #Politics #PressPollSL #Politics https://t.co/YtAziH1EiA",False,"[0, 199]","{'hashtags': [{'text': 'SriLanka', 'indices': [45, 54]}, {'text': 'Viyathmaga', 'indices': [150, 161]}, {'text': 'lka', 'indices': [162, 166]}, {'text': 'Politics', 'indices': [167, 176]}, {'text': 'PressPollSL', 'indices': [177, 189]}, {'text': 'Politics', 'indices': [190, 199]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1170957784445280258, 'id_str': '1170957784445280258', 'indices': [200, 223], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1170957784445280258/pu/img/Pn34Pi8BjAUbRd0I.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1170957784445280258/pu/img/Pn34Pi8BjAUbRd0I.jpg', 'url': 'https://t.co/YtAziH1EiA', 'display_url': 'pic.twitter.com/YtAziH1EiA', 'expanded_url': 'https://twitter.com/Newshub_lk/status/1170958116923629568/video/1', 'type': 'photo', 'original_info': {'width': 1280, 'height': 720}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'features': {}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,997388260732121088,997388260732121088,,,,,False,39,105,15,16,1170958116923629568,1170958116923629568,False,False,en,,,,,"{'media': [{'id': 1170957784445280258, 'id_str': '1170957784445280258', 'indices': [200, 223], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1170957784445280258/pu/img/Pn34Pi8BjAUbRd0I.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1170957784445280258/pu/img/Pn34Pi8BjAUbRd0I.jpg', 'url': 'https://t.co/YtAziH1EiA', 'display_url': 'pic.twitter.com/YtAziH1EiA', 'expanded_url': 'https://twitter.com/Newshub_lk/status/1170958116923629568/video/1', 'type': 'video', 'original_info': {'width': 1280, 'height': 720}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 136320, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1170957784445280258/pu/vid/640x360/DhccmjmvviPozHlv.mp4?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1170957784445280258/pu/vid/480x270/VpFuYJKm77kT6RLN.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1170957784445280258/pu/vid/1280x720/c3Kqa_RheXj9jGgG.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1170957784445280258/pu/pl/uaMj6SJ6kOSPeHbm.m3u8?tag=10'}]}, 'features': {}, 'media_key': '7_1170957784445280258', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': None, 'ext': {'mediaStats': {'r': {'ok': {'viewCount': '14727'}}, 'ttl': -1}}, 'additional_media_info': {'monetizable': False}}]}",False,True,,
1270248986511847425,Tue Jun 09 06:58:53 +0000 2020,1270248986511847425,1270248986511847425,Sex නැති මධුසමේක මොනාද ඒයි වෙන්නෙ?නෑ දන්නැති නිසා අහන්නේ🤔 https://t.co/YWTcBT2BAQ,False,"[0, 57]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1270248976860811271, 'id_str': '1270248976860811271', 'indices': [58, 81], 'media_url': 'http://pbs.twimg.com/media/EaDUtuIXkAcKxnr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EaDUtuIXkAcKxnr.jpg', 'url': 'https://t.co/YWTcBT2BAQ', 'display_url': 'pic.twitter.com/YWTcBT2BAQ', 'expanded_url': 'https://twitter.com/Mishara95743692/status/1270248986511847425/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 877, 'focus_rects': [{'x': 0, 'y': 474, 'h': 403, 'w': 720}, {'x': 0, 'y': 157, 'h': 720, 'w': 720}, {'x': 0, 'y': 56, 'h': 821, 'w': 720}, {'x': 0, 'y': 0, 'h': 877, 'w': 439}, {'x': 0, 'y': 0, 'h': 877, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 877, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 877, 'resize': 'fit'}, 'small': {'w': 558, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 317, 'y': 233, 'h': 201, 'w': 201}]}, 'medium': {'faces': [{'x': 317, 'y': 233, 'h': 201, 'w': 201}]}, 'small': {'faces': [{'x': 245, 'y': 180, 'h': 155, 'w': 155}]}, 'orig': {'faces': [{'x': 317, 'y': 233, 'h': 201, 'w': 201}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1229617939948670976,1229617939948670976,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,1,204,51,7,1270248986511847425,1270248986511847425,False,False,si,,,,,"{'media': [{'id': 1270248976860811271, 'id_str': '1270248976860811271', 'indices': [58, 81], 'media_url': 'http://pbs.twimg.com/media/EaDUtuIXkAcKxnr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EaDUtuIXkAcKxnr.jpg', 'url': 'https://t.co/YWTcBT2BAQ', 'display_url': 'pic.twitter.com/YWTcBT2BAQ', 'expanded_url': 'https://twitter.com/Mishara95743692/status/1270248986511847425/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 877, 'focus_rects': [{'x': 0, 'y': 474, 'h': 403, 'w': 720}, {'x': 0, 'y': 157, 'h': 720, 'w': 720}, {'x': 0, 'y': 56, 'h': 821, 'w': 720}, {'x': 0, 'y': 0, 'h': 877, 'w': 439}, {'x': 0, 'y': 0, 'h': 877, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 877, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 877, 'resize': 'fit'}, 'small': {'w': 558, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 317, 'y': 233, 'h': 201, 'w': 201}]}, 'medium': {'faces': [{'x': 317, 'y': 233, 'h': 201, 'w': 201}]}, 'small': {'faces': [{'x': 245, 'y': 180, 'h': 155, 'w': 155}]}, 'orig': {'faces': [{'x': 317, 'y': 233, 'h': 201, 'w': 201}]}}, 'media_key': '3_1270248976860811271', 'ext_media_color': {'palette': [{'rgb': {'red': 253, 'green': 253, 'blue': 253}, 'percentage': 37.95}, {'rgb': {'red': 3, 'green': 1, 'blue': 4}, 'percentage': 31.85}, {'rgb': {'red': 94, 'green': 134, 'blue': 165}, 'percentage': 6.85}, {'rgb': {'red': 111, 'green': 140, 'blue': 236}, 'percentage': 5.75}, {'rgb': {'red': 171, 'green': 94, 'blue': 84}, 'percentage': 4.6}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,
1244366074390306816,Sun Mar 29 20:49:25 +0000 2020,1244366074390306816,1244366074390306816,නියමයි චමල්ක ඔයා හොඳට කරනව. පොන්නය. බඩගිනී භල්ලො,False,"[0, 48]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,0,0,0,1244366074390306816,1244366074390306816,False,False,si,,,,,,,,,
1148260889646096385,Mon Jul 08 16:01:44 +0000 2019,1148260889646096385,1148260889646096385,මොකාද බං අර NSBM එකේ tictok කරන පොන්නය ඊය 😡,False,"[0, 43]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,462219172,462219172,,,,,False,0,9,1,0,1148260889646096385,1148260889646096385,False,False,si,,,,,,,,,
1274431842276519942,Sat Jun 20 20:00:03 +0000 2020,1274431842276519942,1274431842276519942,@HBandaare @irajonline @sajithpremadasa @pcranawaka @anuradisanayake @BimalRathnayake @ajithpperera_p @NoizeNews @milindarj අලිමංකඩ ද අයියේ...?,False,"[124, 143]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HBandaare', 'name': 'HOMO SAPIENS BALANGODENSIS', 'id': 1206951043965296644, 'id_str': '1206951043965296644', 'indices': [0, 10]}, {'screen_name': 'irajonline', 'name': 'IRAJ', 'id': 124982587, 'id_str': '124982587', 'indices': [11, 22]}, {'screen_name': 'sajithpremadasa', 'name': 'Sajith Premadasa', 'id': 106014897, 'id_str': '106014897', 'indices': [23, 39]}, {'screen_name': 'pcranawaka', 'name': 'Patali Champika Ranawaka', 'id': 2300685198, 'id_str': '2300685198', 'indices': [40, 51]}, {'screen_name': 'anuradisanayake', 'name': 'Anura Kumara Dissanayake', 'id': 2549159352, 'id_str': '2549159352', 'indices': [52, 68]}, {'screen_name': 'BimalRathnayake', 'name': 'Bimal Rathnayake', 'id': 1073463713213095936, 'id_str': '1073463713213095936', 'indices': [69, 85]}, {'screen_name': 'ajithpperera_p', 'name': 'Ajith P Perera', 'id': 847901076, 'id_str': '847901076', 'indices': [86, 101]}, {'screen_name': 'NoizeNews', 'name': 'noizenews', 'id': 1245047811105648641, 'id_str': '1245047811105648641', 'indices': [102, 112]}, {'screen_name': 'milindarj', 'name': 'Milinda Rajapaksha', 'id': 36129748, 'id_str': '36129748', 'indices': [113, 123]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2743222274844058e+18,1274322227484405762,1.2069510439652966e+18,1206951043965296644,HBandaare,1059774112065863680,1059774112065863680,,,,,False,0,3,1,0,1274297711332859907,1274297711332859907,False,False,si,,,,,,,,,
1215900698589659136,Sat Jan 11 07:38:11 +0000 2020,1215900698589659136,1215900698589659136,රටත් ජාතියත් අවදි කළ නායකයාණෙනි.... ඔබට සුභ ගමන් ..😥 https://t.co/1LCoCo3ouJ,False,"[0, 52]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1215900680982007808, 'id_str': '1215900680982007808', 'indices': [53, 76], 'media_url': 'http://pbs.twimg.com/media/EN-_OiwWkAAt_xv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EN-_OiwWkAAt_xv.jpg', 'url': 'https://t.co/1LCoCo3ouJ', 'display_url': 'pic.twitter.com/1LCoCo3ouJ', 'expanded_url': 'https://twitter.com/shanpgamage/status/1215900698589659136/photo/1', 'type': 'photo', 'original_info': {'width': 1500, 'height': 1496, 'focus_rects': [{'x': 0, 'y': 0, 'h': 840, 'w': 1500}, {'x': 0, 'y': 0, 'h': 1496, 'w': 1496}, {'x': 0, 'y': 0, 'h': 1496, 'w': 1312}, {'x': 0, 'y': 0, 'h': 1496, 'w': 748}, {'x': 0, 'y': 0, 'h': 1496, 'w': 1500}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1197, 'resize': 'fit'}, 'small': {'w': 680, 'h': 678, 'resize': 'fit'}, 'large': {'w': 1500, 'h': 1496, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}, 'orig': {'faces': []}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2905249041,2905249041,,,,,False,0,0,6,0,1215900698589659136,1215900698589659136,False,False,si,,,,,"{'media': [{'id': 1215900680982007808, 'id_str': '1215900680982007808', 'indices': [53, 76], 'media_url': 'http://pbs.twimg.com/media/EN-_OiwWkAAt_xv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EN-_OiwWkAAt_xv.jpg', 'url': 'https://t.co/1LCoCo3ouJ', 'display_url': 'pic.twitter.com/1LCoCo3ouJ', 'expanded_url': 'https://twitter.com/shanpgamage/status/1215900698589659136/photo/1', 'type': 'photo', 'original_info': {'width': 1500, 'height': 1496, 'focus_rects': [{'x': 0, 'y': 0, 'h': 840, 'w': 1500}, {'x': 0, 'y': 0, 'h': 1496, 'w': 1496}, {'x': 0, 'y': 0, 'h': 1496, 'w': 1312}, {'x': 0, 'y': 0, 'h': 1496, 'w': 748}, {'x': 0, 'y': 0, 'h': 1496, 'w': 1500}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1197, 'resize': 'fit'}, 'small': {'w': 680, 'h': 678, 'resize': 'fit'}, 'large': {'w': 1500, 'h': 1496, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}, 'orig': {'faces': []}}, 'media_key': '3_1215900680982007808', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 205, 'green': 202, 'blue': 195}, 'percentage': 42.85}, {'rgb': {'red': 28, 'green': 30, 'blue': 38}, 'percentage': 13.26}, {'rgb': {'red': 182, 'green': 139, 'blue': 98}, 'percentage': 8.01}, {'rgb': {'red': 103, 'green': 45, 'blue': 30}, 'percentage': 7.06}, {'rgb': {'red': 205, 'green': 67, 'blue': 32}, 'percentage': 2.15}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,
1235579552086155264,Thu Mar 05 14:54:55 +0000 2020,1235579552086155264,1235579552086155264,මොන දේවුණත් කෙල්ලෙක්ට එහෙම කරන වේසිගෙ පුතාලා කවදාවත් අම්මෙක්ට ජාතක වෙච්ච උන් නෙවෙයි කොහෙවත් යන හොරිකඩ බැල්ලියෙක්ට වටේ තියාගෙන බල්ලො ගහලද කොහෙද ඉපදිලා තියෙන්නෙ කැරි පොන්නය @erandika_minesh,False,"[0, 187]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'erandika_minesh', 'name': 'පිස්සෙක් මචං', 'id': 919968303451377666, 'id_str': '919968303451377666', 'indices': [171, 187]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,2991695292,2991695292,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,True,3,13,2,0,1235579552086155264,1235579552086155264,False,False,si,,1.235577949358682e+18,1235577949358682113,"{'url': 'https://t.co/DS0tOx213T', 'expanded': 'https://twitter.com/Nimezzz/status/1235577949358682113', 'display': 'twitter.com/Nimezzz/status…'}",,,,,
1148154125151924224,Mon Jul 08 08:57:29 +0000 2019,1148154125151924224,1148154125151924224,මේ පොන්නය මොකෙක්ද ?? @OfficialSLC  මුන් වගේ උන් තමා පිනට කාල කාල ක්‍රිකට් වලට කෙලින්නෙ,False,"[0, 86]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'OfficialSLC', 'name': 'Sri Lanka Cricket 🇱🇰', 'id': 177838266, 'id_str': '177838266', 'indices': [21, 33]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,499668635,499668635,,,,,True,0,1,0,0,1148154125151924224,1148154125151924224,False,False,si,,1.1481440499807642e+18,1148144049980764160,"{'url': 'https://t.co/qXAzZ4G3pd', 'expanded': 'https://twitter.com/nibraz88cricket/status/1148144049980764160', 'display': 'twitter.com/nibraz88cricke…'}",,,,,
1224590440025989123,Tue Feb 04 07:08:07 +0000 2020,1224590440025989123,1224590440025989123,@rbathiudeen පොන්නය අවජාතක ගොං කැරියා,False,"[13, 37]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rbathiudeen', 'name': 'Rishad Bathiudeen', 'id': 2547850938, 'id_str': '2547850938', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2245284650278502e+18,1224528465027850241,2547850938.0,2547850938,rbathiudeen,1193618312674074624,1193618312674074624,,,,,False,0,0,1,0,1224528465027850241,1224528465027850241,False,False,si,,,,,,,,,
1192453906376224770,Thu Nov 07 14:49:00 +0000 2019,1192453906376224770,1192453906376224770,@RastaForPeace @MangalaLK මංගලයට කඩේ යන යෑමෙන්ම හිතාගන්න පුලුවන් කව්ද පොන්නය කියල😂😂,False,"[26, 83]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RastaForPeace', 'name': '@Rasta', 'id': 1066705433375559681, 'id_str': '1066705433375559681', 'indices': [0, 14]}, {'screen_name': 'MangalaLK', 'name': 'Mangala Samaraweera', 'id': 3032260688, 'id_str': '3032260688', 'indices': [15, 25]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1924536702117683e+18,1192453670211768320,1.0667054333755597e+18,1066705433375559681,RastaForPeace,1010522225445748736,1010522225445748736,,,,,False,0,0,2,0,1191670970563645440,1191670970563645440,False,False,si,,,,,,,,,
