,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,quoted_status_id,quoted_status_id_str,quoted_status_permalink,extended_entities,possibly_sensitive,possibly_sensitive_editable,card,self_thread
1196197356410040320,Sun Nov 17 22:44:08 +0000 2019,1196197356410040320,1196197356410040320,අනේ පලයං පොන්නය යන්න https://t.co/TOL7aWmjiG,False,"[0, 44]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TOL7aWmjiG', 'expanded_url': 'https://www.facebook.com/story.php?story_fbid=10220236987692885&id=1173424887', 'display_url': 'facebook.com/story.php?stor…', 'indices': [21, 44]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,3103413739,3103413739,,,,,False,0,0,0,0,1196197356410040320,1196197356410040320,False,False,si,,,,,,False,True,,
1196148164190822400,Sun Nov 17 19:28:40 +0000 2019,1196148164190822400,1196148164190822400,@MangalaLK කැරි වේසිගෙ පුතා බලපන් තොට මොකද වෙන්නෙ කියල පොන්නය. තොට පාරකටනම් බහින්න වෙන්නෙ නෑ බලපන්,False,"[11, 98]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MangalaLK', 'name': 'Mangala Samaraweera', 'id': 3032260688, 'id_str': '3032260688', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1959363625636823e+18,1195936362563682304,3032260688.0,3032260688,MangalaLK,1444296890,1444296890,,,,,False,0,0,0,0,1195936362563682304,1195936362563682304,False,False,si,,,,,,,,,
1136241552882188288,Wed Jun 05 12:01:11 +0000 2019,1136241552882188288,1136241552882188288,මූ පොන්නය උනත් අමර ගටක් නෙහ් තියෙන්නෙ.. තමන් ඉන්න්න මතයෙමයි..,False,"[0, 61]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,189878124,189878124,,,,,True,0,7,0,0,1136241552882188288,1136241552882188288,False,False,si,,1.1361769908291092e+18,1136176990829109249,"{'url': 'https://t.co/WrJ0ZYVfo8', 'expanded': 'https://twitter.com/MangalaLK/status/1136176990829109249', 'display': 'twitter.com/MangalaLK/stat…'}",,,,,
452816695300587520,Sun Apr 06 14:34:47 +0000 2014,452816695300587520,452816695300587520,පොන්නය එහෙනම් 50ත් ගැහුවා -_-,False,"[0, 29]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://play.google.com/store/apps/details?id=com.pahans.kichibichiya"" rel=""nofollow"">Kichibichiya</a>",,,,,,765656299,765656299,"{'type': 'Point', 'coordinates': [6.7093714, 79.908498]}","{'type': 'Point', 'coordinates': [79.908498, 6.7093714]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,0,0,452816695300587520,452816695300587520,False,False,si,,,,,,,,,
1265945921776431104,Thu May 28 10:00:02 +0000 2020,1265945921776431104,1265945921776431104,@Thish_D @janitHHH අපේ රටේ මිසුයික් වලට වැඩක් කරපු කෙනෙක්ට මෙහෙම කියන එක වැරදියි. 😌,False,"[19, 83]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Thish_D', 'name': 'පරාර්තකාමී කරුණාවන්ත යාලුවා', 'id': 623929922, 'id_str': '623929922', 'indices': [0, 8]}, {'screen_name': 'janitHHH', 'name': 'Janith Hasantha', 'id': 491386888, 'id_str': '491386888', 'indices': [9, 18]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2659415848575877e+18,1265941584857587713,623929922.0,623929922,Thish_D,14611672,14611672,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,1,1,1,0,1265669886048718853,1265669886048718853,False,False,si,,,,,,,,,
1246827305147813889,Sun Apr 05 15:49:29 +0000 2020,1246827305147813889,1246827305147813889,"@MaheshNegombo ඉතාලියේ ඉඳලා ආපු අය නිරෝධායන වෙන්න ගියා, පැන්නා නම් උදාහරණ​ දෙන්න.",False,"[15, 81]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MaheshNegombo', 'name': 'Mahesh Madusanka', 'id': 189878124, 'id_str': '189878124', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2467935278428529e+18,1246793527842852864,189878124.0,189878124,MaheshNegombo,1168509537831325696,1168509537831325696,,,,,False,0,3,2,0,1246793527842852864,1246793527842852864,False,False,si,,,,,,,,,
1044479212290281473,Tue Sep 25 06:50:24 +0000 2018,1044479212290281473,1044479212290281473,"මුලින්ම කියන්න ඔන මෙ පොටො එක හදපු එකා නූතන පොන්නයෙක්.

ක්‍රීම් කැකර් කියන්නෙ ලංකාවෙ මංචි එකෙන් හදපු බිස්කට් එකක් කියල එ පොන්නය හිතං ඉන්නෙ 🖕",False,"[0, 139]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,750621818449461248,750621818449461248,,,,,False,0,8,0,0,1044479212290281473,1044479212290281473,False,False,si,,,,,,,,,
1249258983925243905,Sun Apr 12 08:52:06 +0000 2020,1249258983925243905,1249258983925243905,"@vishiru තවමත් තියෙනව. CINEC එකේ ඉන්නව සර් කෙනෙක් තිලක් කියල,
දසදාර පොන්නය කියන්න  බැරිහින්ද වැටකොලුව කියන්නෙ.",False,"[9, 110]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'vishiru', 'name': 'V I S H W A 🇱🇰', 'id': 186032870, 'id_str': '186032870', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2492371705709076e+18,1249237170570907648,186032870.0,186032870,vishiru,1241098526618247171,1241098526618247171,,,,,False,0,0,0,0,1249237170570907648,1249237170570907648,False,False,si,,,,,,,,,
938087930882609152,Tue Dec 05 16:49:26 +0000 2017,938087930882609152,938087930882609152,"කැරි පොන්නය මාව බ්ලොක් කරල පාලු ගෙයි වලන් බින්ඳිනව 😂 

හැබැයි පුතෙහ් උඹ කවුද කියල හොයාගත්ත දවසට උඹෙ අතක් කකුලක් කැඩුවෙ නැත්තං බලපං ඔන්න. https://t.co/SksK2uZuTg",False,"[0, 136]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 938087903095349248, 'id_str': '938087903095349248', 'indices': [137, 160], 'media_url': 'http://pbs.twimg.com/media/DQTB-kgW4AAelu8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DQTB-kgW4AAelu8.jpg', 'url': 'https://t.co/SksK2uZuTg', 'display_url': 'pic.twitter.com/SksK2uZuTg', 'expanded_url': 'https://twitter.com/Thish_D/status/938087930882609152/photo/1', 'type': 'photo', 'original_info': {'width': 750, 'height': 1334, 'focus_rects': [{'x': 0, 'y': 156, 'h': 420, 'w': 750}, {'x': 0, 'y': 0, 'h': 750, 'w': 750}, {'x': 0, 'y': 0, 'h': 855, 'w': 750}, {'x': 0, 'y': 0, 'h': 1334, 'w': 667}, {'x': 0, 'y': 0, 'h': 1334, 'w': 750}]}, 'sizes': {'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,8,4,0,938087930882609152,938087930882609152,False,False,si,,,,,"{'media': [{'id': 938087903095349248, 'id_str': '938087903095349248', 'indices': [137, 160], 'media_url': 'http://pbs.twimg.com/media/DQTB-kgW4AAelu8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DQTB-kgW4AAelu8.jpg', 'url': 'https://t.co/SksK2uZuTg', 'display_url': 'pic.twitter.com/SksK2uZuTg', 'expanded_url': 'https://twitter.com/Thish_D/status/938087930882609152/photo/1', 'type': 'photo', 'original_info': {'width': 750, 'height': 1334, 'focus_rects': [{'x': 0, 'y': 156, 'h': 420, 'w': 750}, {'x': 0, 'y': 0, 'h': 750, 'w': 750}, {'x': 0, 'y': 0, 'h': 855, 'w': 750}, {'x': 0, 'y': 0, 'h': 1334, 'w': 667}, {'x': 0, 'y': 0, 'h': 1334, 'w': 750}]}, 'sizes': {'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}}, 'media_key': '3_938087903095349248', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 231, 'green': 236, 'blue': 240}, 'percentage': 79.39}, {'rgb': {'red': 162, 'green': 215, 'blue': 84}, 'percentage': 12.89}, {'rgb': {'red': 25, 'green': 29, 'blue': 19}, 'percentage': 3.04}, {'rgb': {'red': 116, 'green': 151, 'blue': 68}, 'percentage': 1.97}, {'rgb': {'red': 68, 'green': 85, 'blue': 41}, 'percentage': 1.13}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,
1192453193017389056,Thu Nov 07 14:46:10 +0000 2019,1192453193017389056,1192453193017389056,@RastaForPeace @MangalaLK ඔයාට තරහ ගියාද සමනලයො ඇත්ත කියනකොට😂😂ප්ලීස් කුණුහර්ප කියන්නෙපා😂යකො මාව සමාජෙන් අයින් කරන්න මංගල කියන්නෙ දෙවියොද😂පොඩ්ඩක් හිටපං මහ මැතිවරණදි මංගලයනං සමාජෙන්ම අයින් කරල දාන්න මිනිස්සු බලාගෙන ඉන්නෙ උබ වගෙ පොන්සි පැටව් ඇරුනම🤣,False,"[26, 245]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RastaForPeace', 'name': '@Rasta', 'id': 1066705433375559681, 'id_str': '1066705433375559681', 'indices': [0, 14]}, {'screen_name': 'MangalaLK', 'name': 'Mangala Samaraweera', 'id': 3032260688, 'id_str': '3032260688', 'indices': [15, 25]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1924523936501596e+18,1192452393650159616,1.0667054333755597e+18,1066705433375559681,RastaForPeace,1010522225445748736,1010522225445748736,,,,,False,0,0,2,0,1191670970563645440,1191670970563645440,False,False,si,,,,,,,,,
1330891293254328321,Mon Nov 23 15:09:45 +0000 2020,1330891293254328321,1330891293254328321,@HBandaare @RW_UNP යකෝ කතා කරන්න ආවානම් කතා කරනන් වරෙන් මාතෘකාවට නිකන් පැනල දුවන්නෙ මට හිතුනොත් මම ඕන එකකට රිප්ලයි දානවා යකෝ ඒ මගෙ හැටි යකෝ නිකන් හේතුවක් දන්නෙ නැතුව මින්හෙකුට පොන්නය පොනන්නය කියන උන් තමයි රියල් පොන්නයො,False,"[19, 218]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HBandaare', 'name': 'HOMO SAPIENS BALANGODENSIS', 'id': 1206951043965296644, 'id_str': '1206951043965296644', 'indices': [0, 10]}, {'screen_name': 'RW_UNP', 'name': 'Ranil Wickremesinghe', 'id': 2913830408, 'id_str': '2913830408', 'indices': [11, 18]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3308905134745764e+18,1330890513474576386,1.2069510439652966e+18,1206951043965296644,HBandaare,1079187135075209217,1079187135075209217,,,,,False,0,0,0,0,1330772905718902786,1330772905718902786,False,False,si,,,,,,,,,
835897586145878016,Sun Feb 26 17:01:29 +0000 2017,835897586145878016,835897586145878016,@nima_dre පොන්නය,False,"[10, 16]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nima_dre', 'name': 'Blood Diamond ❄️', 'id': 352931832, 'id_str': '352931832', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8.358974385524818e+17,835897438552481793,352931832.0,352931832,nima_dre,903733902,903733902,,,,,False,0,1,1,0,835884122304217088,835884122304217088,False,False,si,,,,,,,,,
1328272012620525568,Mon Nov 16 09:41:40 +0000 2020,1328272012620525568,1328272012620525568,@Sheha_Era පලයන් පොන්නය යන්ට; තොපේ මහා එවුන් තමයි විල්පත්තුව කෑවේ..!!!,False,"[11, 70]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sheha_Era', 'name': 'shєhαn', 'id': 1126939962018914304, 'id_str': '1126939962018914304', 'indices': [0, 10]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.3282671900138086e+18,1328267190013808641,1.1269399620189143e+18,1126939962018914304,Sheha_Era,1206951043965296644,1206951043965296644,,,,,False,0,0,1,0,1328219515566522369,1328219515566522369,False,False,si,,,,,,,,,
1319223380520779776,Thu Oct 22 10:25:38 +0000 2020,1319223380520779776,1319223380520779776,Come hangout with me &gt; හුතු අස්සෙ ඉදං කික් කරන චම්පික කියන කනාටු පොන්නය වර...🤨🤨🤨🤨🤨 on #BIGOLIVE https://t.co/TZx2ujGIG8 https://t.co/2iwhmuEL0b,False,"[0, 122]","{'hashtags': [{'text': 'BIGOLIVE', 'indices': [89, 98]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TZx2ujGIG8', 'expanded_url': 'http://www.bigo.tv/sid/2449531269_1603362336_hibhgfiddb_1338567187?c=3&p=1&t=0&b=378225654', 'display_url': 'bigo.tv/sid/2449531269…', 'indices': [99, 122]}], 'media': [{'id': 1319223376271962118, 'id_str': '1319223376271962118', 'indices': [123, 146], 'media_url': 'http://pbs.twimg.com/media/Ek7Sq9IU8AYLAKA.png', 'media_url_https': 'https://pbs.twimg.com/media/Ek7Sq9IU8AYLAKA.png', 'url': 'https://t.co/2iwhmuEL0b', 'display_url': 'pic.twitter.com/2iwhmuEL0b', 'expanded_url': 'https://twitter.com/spenderlvl37kwa/status/1319223380520779776/photo/1', 'type': 'photo', 'original_info': {'width': 748, 'height': 748, 'focus_rects': [{'x': 0, 'y': 329, 'h': 419, 'w': 748}, {'x': 0, 'y': 0, 'h': 748, 'w': 748}, {'x': 64, 'y': 0, 'h': 748, 'w': 656}, {'x': 205, 'y': 0, 'h': 748, 'w': 374}, {'x': 0, 'y': 0, 'h': 748, 'w': 748}]}, 'sizes': {'large': {'w': 748, 'h': 748, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 748, 'h': 748, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}}]}","<a href=""http://www.bigo.tv"" rel=""nofollow"">BIGO LIVE</a>",,,,,,1315113105412685824,1315113105412685824,,,,,False,0,0,0,0,1319223380520779776,1319223380520779776,False,False,si,,,,,"{'media': [{'id': 1319223376271962118, 'id_str': '1319223376271962118', 'indices': [123, 146], 'media_url': 'http://pbs.twimg.com/media/Ek7Sq9IU8AYLAKA.png', 'media_url_https': 'https://pbs.twimg.com/media/Ek7Sq9IU8AYLAKA.png', 'url': 'https://t.co/2iwhmuEL0b', 'display_url': 'pic.twitter.com/2iwhmuEL0b', 'expanded_url': 'https://twitter.com/spenderlvl37kwa/status/1319223380520779776/photo/1', 'type': 'photo', 'original_info': {'width': 748, 'height': 748, 'focus_rects': [{'x': 0, 'y': 329, 'h': 419, 'w': 748}, {'x': 0, 'y': 0, 'h': 748, 'w': 748}, {'x': 64, 'y': 0, 'h': 748, 'w': 656}, {'x': 205, 'y': 0, 'h': 748, 'w': 374}, {'x': 0, 'y': 0, 'h': 748, 'w': 748}]}, 'sizes': {'large': {'w': 748, 'h': 748, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 748, 'h': 748, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}, 'media_key': '3_1319223376271962118', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 219, 'green': 222, 'blue': 245}, 'percentage': 37.07}, {'rgb': {'red': 127, 'green': 58, 'blue': 11}, 'percentage': 16.12}, {'rgb': {'red': 37, 'green': 14, 'blue': 1}, 'percentage': 10.51}, {'rgb': {'red': 168, 'green': 129, 'blue': 65}, 'percentage': 7.15}, {'rgb': {'red': 181, 'green': 162, 'blue': 137}, 'percentage': 6.7}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,
1121018985217183744,Wed Apr 24 11:52:08 +0000 2019,1121018985217183744,1121018985217183744,@Yasiru_ පලයන් පොන්නය යන්ට..!!! මේ බල්ලා උසාවියේදී බොරු ලියුම ගැන සමාව ගත්ත..!!! මූට සාප වෙනවා එදා තීරණාත්මක මොහොතේ පක්ෂෙට කොරපු විනාසෙට..!!! මු පක්ෂය නිසා බැබලිලා අන්තිමේ කන්න දුන්න අත හපාකාපු සක්කිලියෙක්..!!! https://t.co/HYqJkgrGgS,False,"[9, 210]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Yasiru_', 'name': 'SEEKER 🔭', 'id': 727759822955909120, 'id_str': '727759822955909120', 'indices': [0, 8]}], 'urls': [], 'media': [{'id': 1121018967479521281, 'id_str': '1121018967479521281', 'indices': [211, 234], 'media_url': 'http://pbs.twimg.com/media/D46oz78XkAEuwNQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D46oz78XkAEuwNQ.jpg', 'url': 'https://t.co/HYqJkgrGgS', 'display_url': 'pic.twitter.com/HYqJkgrGgS', 'expanded_url': 'https://twitter.com/BandaareA/status/1121018985217183744/photo/1', 'type': 'photo', 'original_info': {'width': 199, 'height': 253, 'focus_rects': [{'x': 0, 'y': 0, 'h': 111, 'w': 199}, {'x': 0, 'y': 0, 'h': 199, 'w': 199}, {'x': 0, 'y': 0, 'h': 227, 'w': 199}, {'x': 69, 'y': 0, 'h': 253, 'w': 127}, {'x': 0, 'y': 0, 'h': 253, 'w': 199}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 199, 'h': 253, 'resize': 'fit'}, 'large': {'w': 199, 'h': 253, 'resize': 'fit'}, 'medium': {'w': 199, 'h': 253, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}, 'medium': {'faces': []}}}]}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.1210139712537764e+18,1121013971253776385,7.277598229559091e+17,727759822955909120,Yasiru_,1059713793775697921,1059713793775697921,,,,,False,0,1,2,0,1121013971253776385,1121013971253776385,False,False,si,,,,,"{'media': [{'id': 1121018967479521281, 'id_str': '1121018967479521281', 'indices': [211, 234], 'media_url': 'http://pbs.twimg.com/media/D46oz78XkAEuwNQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D46oz78XkAEuwNQ.jpg', 'url': 'https://t.co/HYqJkgrGgS', 'display_url': 'pic.twitter.com/HYqJkgrGgS', 'expanded_url': 'https://twitter.com/BandaareA/status/1121018985217183744/photo/1', 'type': 'photo', 'original_info': {'width': 199, 'height': 253, 'focus_rects': [{'x': 0, 'y': 0, 'h': 111, 'w': 199}, {'x': 0, 'y': 0, 'h': 199, 'w': 199}, {'x': 0, 'y': 0, 'h': 227, 'w': 199}, {'x': 69, 'y': 0, 'h': 253, 'w': 127}, {'x': 0, 'y': 0, 'h': 253, 'w': 199}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 199, 'h': 253, 'resize': 'fit'}, 'large': {'w': 199, 'h': 253, 'resize': 'fit'}, 'medium': {'w': 199, 'h': 253, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}, 'medium': {'faces': []}}, 'media_key': '3_1121018967479521281', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 37, 'green': 40, 'blue': 47}, 'percentage': 72.26}, {'rgb': {'red': 153, 'green': 158, 'blue': 167}, 'percentage': 17.16}, {'rgb': {'red': 100, 'green': 108, 'blue': 121}, 'percentage': 4.7}, {'rgb': {'red': 111, 'green': 112, 'blue': 107}, 'percentage': 1.05}, {'rgb': {'red': 24, 'green': 32, 'blue': 53}, 'percentage': 0.45}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,
1176526656183394304,Tue Sep 24 15:59:48 +0000 2019,1176526656183394304,1176526656183394304,@Galawewa @GotabayaR @anuradisanayake විවාදෙ ඇත්තටම තිබ්බන්ම් මිනිස්සු න්ට දැනගන්න තිබ්බ කෙලින්ම පොන්නය කවුද මයිල්ගහ මොකද්ද කියල දේ,False,"[38, 131]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Galawewa', 'name': 'Sajith Pubudu Kumara Koralalage-Galawewa ☸️🇱🇰', 'id': 832392862054678528, 'id_str': '832392862054678528', 'indices': [0, 9]}, {'screen_name': 'GotabayaR', 'name': 'Gotabaya Rajapaksa', 'id': 3191855185, 'id_str': '3191855185', 'indices': [10, 20]}, {'screen_name': 'anuradisanayake', 'name': 'Anura Kumara Dissanayake', 'id': 2549159352, 'id_str': '2549159352', 'indices': [21, 37]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1762110760541676e+18,1176211076054167557,8.323928620546785e+17,832392862054678528,Galawewa,150624162,150624162,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,4,2,1,1176211076054167557,1176211076054167557,False,False,si,,,,,,,,,
1244993988408406016,Tue Mar 31 14:24:32 +0000 2020,1244993988408406016,1244993988408406016,අපේ එවුන් මහා මුුසල ආත්මාර්ථකාමී ජාතියක්. කියන දෙයක් පඩ යකටවත් ගණන් ගන්නේ නැති කාලකන්නි. යකෝ අද 20ක් හම්බුනා කියන්නේ ඉතින් ආයේ අහන්න දෙයක් නැ. මේක අපිට කෙල වෙන සීන් එකක් තියෙන්නේ. මුස්ලිම් ද සිංහලද අදාල නෑ. පොන්නය පොන්නයම තමයි.,False,"[0, 227]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,211098484,211098484,,,,,False,1,5,0,1,1244993988408406016,1244993988408406016,False,False,si,,,,,,,,,
1240664958003589120,Thu Mar 19 15:42:31 +0000 2020,1240664958003589120,1240664958003589120,@SandeeraR @Iam_Thusitha @NewsfirstSL මල් පොන්නයා උඹේ තාත්ත වේසිගෙ පුතෝ.... උඹේ අම්මට බල්ලො හුකල පෝලිම් දාල උඹ වැදුවේ 😂 හාමුලගෙ ගූ කාලා රීපන්... උඹලට වඩා නම්බුයී පාරේ ඉන්න වේස ගෑනු... උන් අවංකයී 🖕,False,"[38, 196]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SandeeraR', 'name': 'Sandeera Rasika', 'id': 1190870460537327616, 'id_str': '1190870460537327616', 'indices': [0, 10]}, {'screen_name': 'Iam_Thusitha', 'name': 'Thusitha Lakmal', 'id': 1013587747657768960, 'id_str': '1013587747657768960', 'indices': [11, 24]}, {'screen_name': 'NewsfirstSL', 'name': 'Newsfirst.lk Sri Lanka', 'id': 339564751, 'id_str': '339564751', 'indices': [25, 37]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2406576187097948e+18,1240657618709794816,1.1908704605373276e+18,1190870460537327616,SandeeraR,485799508,485799508,,,,,False,0,0,1,0,1239860130688221184,1239860130688221184,False,False,si,,,,,,,,,
1302466270546333696,Sun Sep 06 04:38:52 +0000 2020,1302466270546333696,1302466270546333696,@DulajMendis පල මල් පොන්නය යන්න.කොහේහරි කුනු හුත්තක් වෙනුවෙන් ඉතින්.පක තියෙනවාද කියල අතගාල බලපන්.ජංගි මිරිකල බොනකොට තොගේ කොන්ද කොහෙද තිබුනෙ.සක්කිලියා ගැනු වෙනුවෙන් පෙනි හිටපිය වේසියො වෙනුවට,False,"[13, 189]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DulajMendis', 'name': 'Dulaj Mendis 🇱🇰', 'id': 2381681575, 'id_str': '2381681575', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3024148767578276e+18,1302414876757827584,2381681575.0,2381681575,DulajMendis,1302458906074066945,1302458906074066945,,,,,False,0,1,2,0,1302414876757827584,1302414876757827584,False,False,si,,,,,,,,,
